chromo	start	end	width	strand	name
16	114559	114564	6	+	Sut1
16	114901	114906	6	+	Sut1
16	114957	114962	6	+	Sut1
16	115138	115143	6	+	Sut1
16	171272	171277	6	+	Sut1
16	171338	171343	6	-	Sut1
16	171379	171384	6	-	Sut1
16	214008	214013	6	+	Sut1
16	214165	214170	6	-	Sut1
16	214574	214579	6	+	Sut1
16	214618	214623	6	+	Sut1
16	214778	214783	6	+	Sut1
16	215591	215596	6	+	Sut1
16	215810	215815	6	+	Sut1
16	215845	215850	6	+	Sut1
16	257120	257125	6	+	Sut1
16	257137	257142	6	-	Sut1
16	257146	257151	6	-	Sut1
16	257152	257157	6	-	Sut1
16	431809	431814	6	+	Sut1
16	502420	502425	6	+	Sut1
16	569233	569238	6	+	Sut1
16	569250	569255	6	-	Sut1
16	828542	828547	6	-	Sut1
16	828858	828863	6	+	Sut1
16	828939	828944	6	-	Sut1
16	828952	828957	6	-	Sut1
16	828992	828997	6	+	Sut1
16	829263	829268	6	-	Sut1
16	829799	829804	6	+	Sut1
16	831899	831904	6	+	Sut1
2	165166	165172	7	-	Swi4
2	177654	177660	7	+	Swi4
2	236130	236136	7	+	Swi4
2	236260	236266	7	-	Swi4
2	380078	380084	7	-	Swi4
2	380096	380102	7	+	Swi4
2	380124	380130	7	-	Swi4
2	380233	380239	7	+	Swi4
2	380337	380343	7	-	Swi4
2	391650	391656	7	-	Swi4
2	392505	392511	7	-	Swi4
2	466131	466137	7	-	Swi4
2	466429	466435	7	-	Swi4
2	561128	561134	7	-	Swi4
2	565036	565042	7	-	Swi4
3	29179	29185	7	+	Swi4
3	228907	228913	7	-	Swi4
3	228926	228932	7	-	Swi4
3	228939	228945	7	-	Swi4
4	48275	48281	7	+	Swi4
4	48424	48430	7	+	Swi4
4	48458	48464	7	+	Swi4
4	48490	48496	7	+	Swi4
4	48624	48630	7	+	Swi4
4	48681	48687	7	+	Swi4
4	48783	48789	7	+	Swi4
4	48816	48822	7	+	Swi4
4	48886	48892	7	+	Swi4
4	48979	48985	7	+	Swi4
4	49001	49007	7	-	Swi4
4	80564	80570	7	-	Swi4
4	81405	81411	7	+	Swi4
4	83863	83869	7	-	Swi4
4	234534	234540	7	-	Swi4
4	234557	234563	7	-	Swi4
4	238837	238843	7	-	Swi4
4	357062	357068	7	-	Swi4
4	357272	357278	7	+	Swi4
4	357293	357299	7	+	Swi4
4	357404	357410	7	+	Swi4
4	368464	368470	7	+	Swi4
4	369345	369351	7	+	Swi4
4	443589	443595	7	-	Swi4
4	444000	444006	7	-	Swi4
4	444345	444351	7	+	Swi4
4	465370	465376	7	+	Swi4
4	914964	914970	7	+	Swi4
4	914988	914994	7	-	Swi4
4	915120	915126	7	+	Swi4
4	915158	915164	7	+	Swi4
4	1080327	1080333	7	-	Swi4
4	1080445	1080451	7	-	Swi4
4	1080477	1080483	7	-	Swi4
4	1080708	1080714	7	-	Swi4
4	1080813	1080819	7	+	Swi4
4	1362437	1362443	7	-	Swi4
4	1362473	1362479	7	+	Swi4
4	1466022	1466028	7	+	Swi4
4	1468879	1468885	7	+	Swi4
4	1490321	1490327	7	-	Swi4
4	1490473	1490479	7	-	Swi4
5	77816	77822	7	-	Swi4
5	152784	152790	7	+	Swi4
5	153022	153028	7	-	Swi4
5	173418	173424	7	+	Swi4
5	174938	174944	7	+	Swi4
5	298454	298460	7	+	Swi4
5	298507	298513	7	-	Swi4
5	298643	298649	7	-	Swi4
5	298706	298712	7	+	Swi4
5	318600	318606	7	-	Swi4
5	385875	385881	7	+	Swi4
5	386356	386362	7	+	Swi4
5	462490	462496	7	-	Swi4
6	182942	182948	7	+	Swi4
7	23518	23524	7	+	Swi4
7	23660	23666	7	-	Swi4
7	23733	23739	7	+	Swi4
7	165549	165555	7	-	Swi4
7	165824	165830	7	+	Swi4
7	166225	166231	7	-	Swi4
7	166243	166249	7	-	Swi4
7	166274	166280	7	-	Swi4
7	166700	166706	7	+	Swi4
7	324011	324017	7	+	Swi4
7	324697	324703	7	-	Swi4
7	324853	324859	7	-	Swi4
7	426951	426957	7	-	Swi4
7	427100	427106	7	+	Swi4
7	514437	514443	7	+	Swi4
7	516481	516487	7	-	Swi4
7	576702	576708	7	-	Swi4
7	706854	706860	7	-	Swi4
7	706904	706910	7	-	Swi4
7	713547	713553	7	+	Swi4
7	795748	795754	7	+	Swi4
7	878449	878455	7	-	Swi4
7	878501	878507	7	-	Swi4
7	878584	878590	7	-	Swi4
7	878659	878665	7	+	Swi4
7	939228	939234	7	-	Swi4
7	939260	939266	7	+	Swi4
7	987175	987181	7	+	Swi4
7	987625	987631	7	+	Swi4
7	1050392	1050398	7	-	Swi4
8	222765	222771	7	+	Swi4
8	225297	225303	7	+	Swi4
8	396663	396669	7	-	Swi4
8	396945	396951	7	-	Swi4
8	509019	509025	7	+	Swi4
8	509169	509175	7	+	Swi4
9	127854	127860	7	-	Swi4
9	127918	127924	7	+	Swi4
9	127925	127931	7	+	Swi4
9	132001	132007	7	+	Swi4
9	248733	248739	7	-	Swi4
9	249252	249258	7	+	Swi4
9	249316	249322	7	-	Swi4
9	249335	249341	7	+	Swi4
9	388856	388862	7	+	Swi4
9	395391	395397	7	-	Swi4
9	397110	397116	7	+	Swi4
10	79510	79516	7	+	Swi4
10	79562	79568	7	+	Swi4
10	525861	525867	7	+	Swi4
10	526033	526039	7	+	Swi4
10	535854	535860	7	+	Swi4
10	705486	705492	7	+	Swi4
11	7963	7969	7	+	Swi4
11	8011	8017	7	+	Swi4
11	145542	145548	7	-	Swi4
11	146951	146957	7	+	Swi4
11	230432	230438	7	+	Swi4
11	230447	230453	7	-	Swi4
11	231083	231089	7	+	Swi4
11	248065	248071	7	+	Swi4
11	248099	248105	7	+	Swi4
11	248113	248119	7	+	Swi4
11	248409	248415	7	-	Swi4
11	258583	258589	7	+	Swi4
11	260317	260323	7	-	Swi4
11	355186	355192	7	-	Swi4
11	355443	355449	7	+	Swi4
11	428377	428383	7	-	Swi4
11	428623	428629	7	+	Swi4
11	428730	428736	7	+	Swi4
11	463217	463223	7	-	Swi4
11	463225	463231	7	+	Swi4
11	463240	463246	7	-	Swi4
11	518866	518872	7	+	Swi4
12	125322	125328	7	-	Swi4
12	234105	234111	7	+	Swi4
12	234556	234562	7	-	Swi4
12	234674	234680	7	-	Swi4
12	253349	253355	7	-	Swi4
12	300465	300471	7	-	Swi4
12	390461	390467	7	+	Swi4
12	390509	390515	7	-	Swi4
12	645966	645972	7	-	Swi4
12	789864	789870	7	-	Swi4
12	789963	789969	7	-	Swi4
12	790025	790031	7	-	Swi4
12	790047	790053	7	+	Swi4
12	808884	808890	7	+	Swi4
12	809495	809501	7	+	Swi4
12	809559	809565	7	+	Swi4
13	27950	27956	7	+	Swi4
13	220910	220916	7	-	Swi4
13	221176	221182	7	-	Swi4
13	223989	223995	7	+	Swi4
13	306155	306161	7	-	Swi4
13	306669	306675	7	+	Swi4
13	306696	306702	7	+	Swi4
13	307320	307326	7	-	Swi4
13	540796	540802	7	-	Swi4
13	619596	619602	7	+	Swi4
13	653667	653673	7	-	Swi4
13	661851	661857	7	-	Swi4
13	661864	661870	7	-	Swi4
13	662131	662137	7	+	Swi4
13	826599	826605	7	+	Swi4
13	826667	826673	7	+	Swi4
13	826722	826728	7	+	Swi4
13	826854	826860	7	+	Swi4
13	880627	880633	7	+	Swi4
13	880727	880733	7	+	Swi4
13	881028	881034	7	+	Swi4
13	886619	886625	7	+	Swi4
13	886645	886651	7	+	Swi4
13	886688	886694	7	+	Swi4
14	68569	68575	7	-	Swi4
14	68602	68608	7	+	Swi4
14	87420	87426	7	-	Swi4
14	87570	87576	7	+	Swi4
14	87594	87600	7	-	Swi4
14	87603	87609	7	+	Swi4
14	87621	87627	7	-	Swi4
14	87678	87684	7	+	Swi4
14	217406	217412	7	-	Swi4
14	217460	217466	7	-	Swi4
14	662212	662218	7	-	Swi4
14	664040	664046	7	-	Swi4
15	104039	104045	7	-	Swi4
15	304170	304176	7	+	Swi4
15	304886	304892	7	-	Swi4
15	305014	305020	7	+	Swi4
15	305030	305036	7	-	Swi4
15	305049	305055	7	+	Swi4
15	586688	586694	7	-	Swi4
15	670721	670727	7	-	Swi4
15	671138	671144	7	+	Swi4
15	796801	796807	7	+	Swi4
15	797137	797143	7	-	Swi4
15	797144	797150	7	-	Swi4
15	797190	797196	7	+	Swi4
15	797487	797493	7	+	Swi4
15	1036622	1036628	7	+	Swi4
15	1036639	1036645	7	+	Swi4
15	1036656	1036662	7	-	Swi4
15	1036663	1036669	7	-	Swi4
15	1049289	1049295	7	-	Swi4
16	38026	38032	7	+	Swi4
16	242904	242910	7	-	Swi4
16	242922	242928	7	-	Swi4
16	309778	309784	7	-	Swi4
16	316619	316625	7	+	Swi4
16	316641	316647	7	-	Swi4
16	453882	453888	7	+	Swi4
16	520517	520523	7	-	Swi4
16	520689	520695	7	-	Swi4
16	520811	520817	7	+	Swi4
16	520939	520945	7	+	Swi4
16	576065	576071	7	+	Swi4
16	576264	576270	7	+	Swi4
16	586593	586599	7	-	Swi4
16	641448	641454	7	-	Swi4
16	641804	641810	7	-	Swi4
16	770826	770832	7	-	Swi4
16	770838	770844	7	-	Swi4
16	770991	770997	7	+	Swi4
16	778367	778373	7	-	Swi4
16	828863	828869	7	+	Swi4
16	828946	828952	7	+	Swi4
1	119767	119772	6	-	Swi5
1	166499	166504	6	-	Swi5
2	379993	379998	6	-	Swi5
2	380145	380150	6	+	Swi5
2	380243	380248	6	-	Swi5
2	407393	407398	6	+	Swi5
2	408474	408479	6	+	Swi5
2	408692	408697	6	+	Swi5
2	408711	408716	6	+	Swi5
2	408826	408831	6	-	Swi5
2	408898	408903	6	+	Swi5
2	408912	408917	6	-	Swi5
2	408943	408948	6	-	Swi5
2	554309	554314	6	-	Swi5
2	554508	554513	6	+	Swi5
2	554831	554836	6	-	Swi5
2	555206	555211	6	-	Swi5
2	555428	555433	6	-	Swi5
2	555766	555771	6	-	Swi5
2	555840	555845	6	-	Swi5
2	556075	556080	6	-	Swi5
2	680055	680060	6	-	Swi5
2	680083	680088	6	-	Swi5
2	680193	680198	6	-	Swi5
2	680817	680822	6	+	Swi5
2	680919	680924	6	+	Swi5
2	680967	680972	6	+	Swi5
2	681099	681104	6	+	Swi5
2	681304	681309	6	+	Swi5
2	681654	681659	6	+	Swi5
3	148965	148970	6	+	Swi5
3	149213	149218	6	-	Swi5
3	149325	149330	6	-	Swi5
4	48056	48061	6	-	Swi5
4	50141	50146	6	+	Swi5
4	50261	50266	6	+	Swi5
4	50943	50948	6	-	Swi5
4	52298	52303	6	-	Swi5
4	137968	137973	6	+	Swi5
4	137994	137999	6	-	Swi5
4	138012	138017	6	+	Swi5
4	147608	147613	6	+	Swi5
4	147768	147773	6	-	Swi5
4	147833	147838	6	-	Swi5
4	148100	148105	6	-	Swi5
4	148106	148111	6	-	Swi5
4	148150	148155	6	+	Swi5
4	148162	148167	6	+	Swi5
4	234078	234083	6	+	Swi5
4	234186	234191	6	+	Swi5
4	234402	234407	6	+	Swi5
4	234441	234446	6	+	Swi5
4	234455	234460	6	+	Swi5
4	234481	234486	6	+	Swi5
4	234503	234508	6	+	Swi5
4	234566	234571	6	-	Swi5
4	234679	234684	6	+	Swi5
4	234904	234909	6	+	Swi5
4	247923	247928	6	+	Swi5
4	248132	248137	6	-	Swi5
4	258560	258565	6	-	Swi5
4	258796	258801	6	+	Swi5
4	258907	258912	6	+	Swi5
4	323245	323250	6	-	Swi5
4	323284	323289	6	+	Swi5
4	392533	392538	6	+	Swi5
4	397412	397417	6	-	Swi5
4	769169	769174	6	+	Swi5
4	769275	769280	6	-	Swi5
4	769285	769290	6	-	Swi5
4	769354	769359	6	-	Swi5
4	769389	769394	6	-	Swi5
4	1266952	1266957	6	-	Swi5
4	1267044	1267049	6	+	Swi5
4	1267050	1267055	6	-	Swi5
4	1267089	1267094	6	-	Swi5
4	1267172	1267177	6	-	Swi5
5	545205	545210	6	+	Swi5
5	545422	545427	6	+	Swi5
6	182924	182929	6	-	Swi5
7	245096	245101	6	+	Swi5
7	245255	245260	6	+	Swi5
7	245315	245320	6	+	Swi5
7	245420	245425	6	-	Swi5
7	304103	304108	6	-	Swi5
7	304206	304211	6	-	Swi5
7	443194	443199	6	+	Swi5
7	443246	443251	6	+	Swi5
7	443441	443446	6	-	Swi5
7	443521	443526	6	-	Swi5
7	443590	443595	6	-	Swi5
7	576690	576695	6	+	Swi5
7	576764	576769	6	+	Swi5
7	576832	576837	6	+	Swi5
7	576917	576922	6	-	Swi5
7	576998	577003	6	+	Swi5
7	577323	577328	6	+	Swi5
7	609944	609949	6	+	Swi5
7	610045	610050	6	+	Swi5
7	610163	610168	6	+	Swi5
7	610269	610274	6	-	Swi5
7	610472	610477	6	+	Swi5
7	650983	650988	6	-	Swi5
7	651039	651044	6	-	Swi5
7	878346	878351	6	+	Swi5
7	878388	878393	6	+	Swi5
7	878601	878606	6	-	Swi5
7	878674	878679	6	+	Swi5
7	1000171	1000176	6	+	Swi5
7	1000270	1000275	6	-	Swi5
7	1000292	1000297	6	-	Swi5
7	1000527	1000532	6	+	Swi5
7	1000584	1000589	6	+	Swi5
8	175240	175245	6	+	Swi5
8	175271	175276	6	-	Swi5
8	175309	175314	6	+	Swi5
8	175375	175380	6	-	Swi5
8	362807	362812	6	-	Swi5
8	484713	484718	6	+	Swi5
9	258745	258750	6	+	Swi5
9	316565	316570	6	-	Swi5
9	336278	336283	6	-	Swi5
9	336602	336607	6	-	Swi5
9	338000	338005	6	+	Swi5
9	338276	338281	6	-	Swi5
9	338322	338327	6	+	Swi5
9	338866	338871	6	+	Swi5
9	339114	339119	6	+	Swi5
9	339196	339201	6	+	Swi5
9	363083	363088	6	+	Swi5
10	119661	119666	6	+	Swi5
10	119787	119792	6	-	Swi5
10	119888	119893	6	+	Swi5
10	119897	119902	6	-	Swi5
10	120136	120141	6	+	Swi5
10	140090	140095	6	-	Swi5
10	140163	140168	6	+	Swi5
10	289342	289347	6	+	Swi5
10	289369	289374	6	-	Swi5
10	289535	289540	6	+	Swi5
10	289737	289742	6	-	Swi5
10	519549	519554	6	-	Swi5
11	93347	93352	6	+	Swi5
11	93674	93679	6	-	Swi5
11	93747	93752	6	+	Swi5
11	93835	93840	6	-	Swi5
11	93865	93870	6	+	Swi5
11	94012	94017	6	-	Swi5
11	94041	94046	6	+	Swi5
11	146040	146045	6	+	Swi5
11	354934	354939	6	-	Swi5
11	354963	354968	6	-	Swi5
11	355170	355175	6	+	Swi5
11	355202	355207	6	-	Swi5
11	355223	355228	6	-	Swi5
11	355512	355517	6	+	Swi5
11	355539	355544	6	+	Swi5
11	355747	355752	6	-	Swi5
11	356360	356365	6	-	Swi5
12	286655	286660	6	+	Swi5
12	286677	286682	6	-	Swi5
12	348584	348589	6	-	Swi5
12	541586	541591	6	-	Swi5
12	541805	541810	6	-	Swi5
12	541821	541826	6	+	Swi5
12	710658	710663	6	-	Swi5
12	710680	710685	6	+	Swi5
12	710700	710705	6	+	Swi5
12	710719	710724	6	+	Swi5
12	728139	728144	6	-	Swi5
12	728296	728301	6	+	Swi5
12	728582	728587	6	-	Swi5
12	822824	822829	6	+	Swi5
12	823764	823769	6	+	Swi5
12	932042	932047	6	+	Swi5
12	932196	932201	6	-	Swi5
12	932617	932622	6	+	Swi5
12	932846	932851	6	-	Swi5
12	1014386	1014391	6	+	Swi5
13	27901	27906	6	-	Swi5
13	46352	46357	6	-	Swi5
13	46462	46467	6	-	Swi5
13	46652	46657	6	+	Swi5
13	46672	46677	6	-	Swi5
13	46899	46904	6	+	Swi5
13	70354	70359	6	-	Swi5
13	70409	70414	6	+	Swi5
13	774211	774216	6	+	Swi5
13	774285	774290	6	-	Swi5
13	774525	774530	6	-	Swi5
13	774532	774537	6	-	Swi5
13	793429	793434	6	+	Swi5
13	793568	793573	6	-	Swi5
13	793575	793580	6	-	Swi5
14	23498	23503	6	-	Swi5
14	23661	23666	6	-	Swi5
14	23712	23717	6	-	Swi5
14	23743	23748	6	-	Swi5
14	23768	23773	6	+	Swi5
14	23774	23779	6	-	Swi5
14	23806	23811	6	-	Swi5
14	23849	23854	6	-	Swi5
14	28665	28670	6	+	Swi5
14	202161	202166	6	+	Swi5
14	202168	202173	6	-	Swi5
14	202230	202235	6	-	Swi5
14	202290	202295	6	-	Swi5
14	276184	276189	6	+	Swi5
14	335055	335060	6	-	Swi5
14	335104	335109	6	-	Swi5
14	335138	335143	6	-	Swi5
14	335975	335980	6	-	Swi5
14	336423	336428	6	-	Swi5
14	479331	479336	6	-	Swi5
14	479414	479419	6	-	Swi5
14	479496	479501	6	+	Swi5
14	663931	663936	6	+	Swi5
14	663951	663956	6	+	Swi5
14	664027	664032	6	+	Swi5
14	664038	664043	6	+	Swi5
15	586499	586504	6	+	Swi5
15	586521	586526	6	+	Swi5
15	586538	586543	6	-	Swi5
15	586736	586741	6	-	Swi5
15	586941	586946	6	+	Swi5
15	780249	780254	6	+	Swi5
15	780812	780817	6	-	Swi5
15	837066	837071	6	+	Swi5
16	254479	254484	6	+	Swi5
16	254576	254581	6	-	Swi5
16	254583	254588	6	+	Swi5
16	254604	254609	6	+	Swi5
16	503155	503160	6	+	Swi5
16	900644	900649	6	+	Swi5
2	164952	164957	6	+	Swi6
2	165272	165277	6	+	Swi6
2	165322	165327	6	-	Swi6
2	165459	165464	6	+	Swi6
2	166068	166073	6	+	Swi6
2	380060	380065	6	-	Swi6
2	380076	380081	6	-	Swi6
2	380099	380104	6	+	Swi6
2	380124	380129	6	+	Swi6
2	380236	380241	6	+	Swi6
2	392605	392610	6	-	Swi6
2	392672	392677	6	+	Swi6
3	29182	29187	6	+	Swi6
3	29192	29197	6	+	Swi6
3	228905	228910	6	-	Swi6
3	228924	228929	6	-	Swi6
3	228932	228937	6	-	Swi6
3	228937	228942	6	-	Swi6
3	228987	228992	6	-	Swi6
3	229035	229040	6	-	Swi6
4	50207	50212	6	+	Swi6
4	80562	80567	6	-	Swi6
4	80636	80641	6	-	Swi6
4	83782	83787	6	+	Swi6
4	84022	84027	6	-	Swi6
4	234174	234179	6	+	Swi6
4	234349	234354	6	-	Swi6
4	234532	234537	6	-	Swi6
4	234555	234560	6	-	Swi6
4	234685	234690	6	-	Swi6
4	282005	282010	6	-	Swi6
4	282012	282017	6	+	Swi6
4	357296	357301	6	+	Swi6
4	357454	357459	6	-	Swi6
4	357498	357503	6	-	Swi6
4	358631	358636	6	-	Swi6
4	423629	423634	6	-	Swi6
4	423667	423672	6	-	Swi6
4	444308	444313	6	-	Swi6
4	444348	444353	6	+	Swi6
4	444388	444393	6	-	Swi6
4	444404	444409	6	+	Swi6
4	681793	681798	6	-	Swi6
4	721822	721827	6	-	Swi6
4	721868	721873	6	-	Swi6
4	721931	721936	6	+	Swi6
4	721996	722001	6	+	Swi6
4	722072	722077	6	+	Swi6
4	915057	915062	6	+	Swi6
4	995700	995705	6	+	Swi6
4	995710	995715	6	-	Swi6
4	999963	999968	6	-	Swi6
4	1080325	1080330	6	-	Swi6
4	1080390	1080395	6	-	Swi6
4	1080414	1080419	6	-	Swi6
4	1080579	1080584	6	-	Swi6
4	1080618	1080623	6	+	Swi6
4	1080691	1080696	6	-	Swi6
4	1080816	1080821	6	+	Swi6
4	1362446	1362451	6	+	Swi6
4	1362476	1362481	6	-	Swi6
4	1466051	1466056	6	-	Swi6
4	1466062	1466067	6	+	Swi6
4	1466083	1466088	6	-	Swi6
4	1490303	1490308	6	+	Swi6
4	1490356	1490361	6	-	Swi6
4	1490385	1490390	6	-	Swi6
4	1493166	1493171	6	+	Swi6
4	1494105	1494110	6	-	Swi6
4	1494170	1494175	6	+	Swi6
4	1494175	1494180	6	+	Swi6
5	77814	77819	6	-	Swi6
5	152787	152792	6	+	Swi6
5	152835	152840	6	-	Swi6
5	153149	153154	6	+	Swi6
5	153210	153215	6	-	Swi6
5	298455	298460	6	-	Swi6
5	298505	298510	6	-	Swi6
5	298576	298581	6	-	Swi6
5	298641	298646	6	-	Swi6
5	298709	298714	6	+	Swi6
5	349774	349779	6	-	Swi6
5	349815	349820	6	-	Swi6
5	386242	386247	6	+	Swi6
5	386374	386379	6	-	Swi6
5	386388	386393	6	-	Swi6
5	545325	545330	6	-	Swi6
5	545405	545410	6	-	Swi6
5	545417	545422	6	-	Swi6
7	23724	23729	6	+	Swi6
7	165827	165832	6	+	Swi6
7	166223	166228	6	-	Swi6
7	166241	166246	6	-	Swi6
7	427070	427075	6	-	Swi6
7	516435	516440	6	-	Swi6
7	516479	516484	6	-	Swi6
7	516527	516532	6	-	Swi6
7	576772	576777	6	+	Swi6
7	576791	576796	6	-	Swi6
7	577133	577138	6	-	Swi6
7	706729	706734	6	-	Swi6
7	706865	706870	6	-	Swi6
7	706876	706881	6	-	Swi6
7	706902	706907	6	-	Swi6
7	706937	706942	6	-	Swi6
7	795751	795756	6	+	Swi6
7	795784	795789	6	-	Swi6
7	878610	878615	6	-	Swi6
7	878653	878658	6	-	Swi6
7	939226	939231	6	-	Swi6
7	987019	987024	6	-	Swi6
7	987099	987104	6	-	Swi6
7	987432	987437	6	+	Swi6
7	987523	987528	6	+	Swi6
7	1050277	1050282	6	+	Swi6
7	1050343	1050348	6	+	Swi6
8	222776	222781	6	+	Swi6
8	396985	396990	6	+	Swi6
8	400866	400871	6	-	Swi6
9	127294	127299	6	-	Swi6
9	127322	127327	6	+	Swi6
9	127771	127776	6	+	Swi6
9	127928	127933	6	+	Swi6
9	249176	249181	6	-	Swi6
9	249864	249869	6	+	Swi6
9	249878	249883	6	-	Swi6
9	308049	308054	6	-	Swi6
9	308056	308061	6	-	Swi6
9	308063	308068	6	+	Swi6
9	386663	386668	6	-	Swi6
9	389283	389288	6	-	Swi6
10	68931	68936	6	-	Swi6
10	69120	69125	6	-	Swi6
10	69132	69137	6	-	Swi6
10	79513	79518	6	+	Swi6
10	79518	79523	6	+	Swi6
10	79565	79570	6	+	Swi6
10	80027	80032	6	-	Swi6
10	121784	121789	6	+	Swi6
10	195365	195370	6	+	Swi6
10	196068	196073	6	-	Swi6
10	196104	196109	6	-	Swi6
10	256895	256900	6	-	Swi6
10	257121	257126	6	-	Swi6
10	535833	535838	6	+	Swi6
10	535857	535862	6	+	Swi6
10	703381	703386	6	-	Swi6
10	703458	703463	6	-	Swi6
11	7964	7969	6	-	Swi6
11	146954	146959	6	+	Swi6
11	146979	146984	6	-	Swi6
11	147128	147133	6	+	Swi6
11	147495	147500	6	+	Swi6
11	225641	225646	6	-	Swi6
11	225648	225653	6	+	Swi6
11	225693	225698	6	-	Swi6
11	258586	258591	6	+	Swi6
11	259830	259835	6	-	Swi6
11	260356	260361	6	+	Swi6
11	314240	314245	6	-	Swi6
11	314261	314266	6	+	Swi6
11	316011	316016	6	+	Swi6
11	354976	354981	6	+	Swi6
11	355205	355210	6	+	Swi6
11	355481	355486	6	-	Swi6
11	355581	355586	6	-	Swi6
11	428733	428738	6	+	Swi6
11	428738	428743	6	+	Swi6
11	463228	463233	6	+	Swi6
11	518688	518693	6	-	Swi6
12	253395	253400	6	-	Swi6
12	346086	346091	6	-	Swi6
12	346116	346121	6	-	Swi6
12	370319	370324	6	-	Swi6
12	370746	370751	6	+	Swi6
12	728148	728153	6	+	Swi6
12	728276	728281	6	-	Swi6
12	728345	728350	6	+	Swi6
12	728483	728488	6	-	Swi6
12	728621	728626	6	+	Swi6
12	728901	728906	6	-	Swi6
12	789948	789953	6	+	Swi6
12	789961	789966	6	-	Swi6
12	790034	790039	6	-	Swi6
12	808887	808892	6	+	Swi6
12	808918	808923	6	-	Swi6
12	809166	809171	6	-	Swi6
12	809359	809364	6	-	Swi6
12	809413	809418	6	-	Swi6
12	809498	809503	6	+	Swi6
12	809560	809565	6	-	Swi6
12	1012340	1012345	6	+	Swi6
12	1014358	1014363	6	+	Swi6
13	70543	70548	6	+	Swi6
13	70607	70612	6	-	Swi6
13	220908	220913	6	-	Swi6
13	220969	220974	6	-	Swi6
13	221174	221179	6	-	Swi6
13	221232	221237	6	-	Swi6
13	306001	306006	6	+	Swi6
13	306416	306421	6	+	Swi6
13	306562	306567	6	-	Swi6
13	306672	306677	6	+	Swi6
13	306689	306694	6	+	Swi6
13	306849	306854	6	-	Swi6
13	307267	307272	6	-	Swi6
13	408580	408585	6	-	Swi6
13	408617	408622	6	-	Swi6
13	408840	408845	6	+	Swi6
13	540529	540534	6	-	Swi6
13	540566	540571	6	-	Swi6
13	540794	540799	6	-	Swi6
13	540928	540933	6	+	Swi6
13	541033	541038	6	+	Swi6
13	619587	619592	6	+	Swi6
13	619622	619627	6	-	Swi6
13	619629	619634	6	+	Swi6
13	661685	661690	6	-	Swi6
13	661864	661869	6	+	Swi6
13	661930	661935	6	+	Swi6
13	661984	661989	6	+	Swi6
13	662036	662041	6	-	Swi6
13	662088	662093	6	+	Swi6
13	662123	662128	6	-	Swi6
13	696628	696633	6	+	Swi6
13	826600	826605	6	-	Swi6
13	826736	826741	6	+	Swi6
13	880252	880257	6	+	Swi6
13	880551	880556	6	-	Swi6
13	880568	880573	6	-	Swi6
13	880605	880610	6	-	Swi6
13	886648	886653	6	+	Swi6
13	886655	886660	6	+	Swi6
14	68532	68537	6	-	Swi6
14	87573	87578	6	+	Swi6
14	87585	87590	6	+	Swi6
14	87592	87597	6	-	Swi6
14	87619	87624	6	-	Swi6
14	122727	122732	6	-	Swi6
14	122746	122751	6	-	Swi6
14	198316	198321	6	+	Swi6
14	217259	217264	6	-	Swi6
14	217397	217402	6	-	Swi6
14	217404	217409	6	-	Swi6
14	642439	642444	6	-	Swi6
14	642446	642451	6	+	Swi6
14	642452	642457	6	-	Swi6
14	661485	661490	6	+	Swi6
14	661500	661505	6	+	Swi6
14	662068	662073	6	-	Swi6
14	662076	662081	6	+	Swi6
14	662182	662187	6	-	Swi6
14	662339	662344	6	-	Swi6
14	662385	662390	6	+	Swi6
14	662435	662440	6	-	Swi6
14	663694	663699	6	-	Swi6
14	703476	703481	6	-	Swi6
15	27456	27461	6	-	Swi6
15	28639	28644	6	-	Swi6
15	104037	104042	6	-	Swi6
15	467706	467711	6	-	Swi6
15	467743	467748	6	-	Swi6
15	780512	780517	6	-	Swi6
15	780761	780766	6	-	Swi6
15	797089	797094	6	-	Swi6
15	797135	797140	6	-	Swi6
15	797492	797497	6	+	Swi6
15	1036625	1036630	6	+	Swi6
15	1049090	1049095	6	+	Swi6
15	1049126	1049131	6	+	Swi6
16	66938	66943	6	+	Swi6
16	66945	66950	6	+	Swi6
16	67140	67145	6	-	Swi6
16	67158	67163	6	-	Swi6
16	67256	67261	6	-	Swi6
16	67573	67578	6	-	Swi6
16	242902	242907	6	-	Swi6
16	242920	242925	6	-	Swi6
16	309771	309776	6	-	Swi6
16	309776	309781	6	-	Swi6
16	309855	309860	6	-	Swi6
16	453780	453785	6	-	Swi6
16	575598	575603	6	-	Swi6
16	575750	575755	6	+	Swi6
16	696974	696979	6	-	Swi6
16	696997	697002	6	-	Swi6
16	770711	770716	6	-	Swi6
16	775221	775226	6	-	Swi6
16	775406	775411	6	-	Swi6
16	775513	775518	6	-	Swi6
16	775529	775534	6	-	Swi6
16	775563	775568	6	-	Swi6
16	775584	775589	6	+	Swi6
16	778302	778307	6	+	Swi6
16	906906	906911	6	-	Swi6
16	906970	906975	6	+	Swi6
1	92637	92643	7	+	Tec1
1	168882	168888	7	+	Tec1
1	168967	168973	7	+	Tec1
1	169110	169116	7	+	Tec1
1	169171	169177	7	+	Tec1
2	191729	191735	7	+	Tec1
2	192255	192261	7	-	Tec1
2	235358	235364	7	+	Tec1
2	258530	258536	7	+	Tec1
2	258857	258863	7	-	Tec1
2	258964	258970	7	-	Tec1
2	407670	407676	7	+	Tec1
